Column1,reform,district,population,child_population,young_child_population,metric_name,metric_value,mappable_measures.current|new|change,mappable_measures.demog,mappable_measures.pov|deep_pov,monthly_benefit,target_demog
92,"All Children 200","047",131027.71179840367,35275.61925455575,12631.548778848854,"total_deep_pov_rate",5.7641429688092041,"current level of","total","deep_pov","200","All Children"
93,"All Children 200","043",111884.09461572432,21848.458460065282,6911.1266498892,"total_deep_pov_rate",7.0023286173134762,"current level of","total","deep_pov","200","All Children"
94,"All Children 200","030",133756.55459118503,28419.482580628835,8782.2842459048043,"total_deep_pov_rate",1.5860517866567787,"current level of","total","deep_pov","200","All Children"
95,"All Children 200","033",145629.0160642016,33012.007005937645,8479.4744565959336,"total_deep_pov_rate",1.3956536649095244,"current level of","total","deep_pov","200","All Children"
96,"All Children 200","028",153445.79015279879,36302.886635973045,8134.7281513871967,"total_deep_pov_rate",2.436896658593418,"current level of","total","deep_pov","200","All Children"
97,"All Children 200","038",129652.98299008676,26979.170409235296,6765.31757045423,"total_deep_pov_rate",6.85941232016886,"current level of","total","deep_pov","200","All Children"
98,"Young Children 100","Maryland",6319406.0000000009,1390540,376011,"total_deep_pov_rate",4.1024900125106694,"current level of","total","deep_pov","100","Young Children"
99,"Young Children 100","036",137998.50638469058,27920.790532813553,6638.5901737524446,"total_deep_pov_rate",2.685236008596517,"current level of","total","deep_pov","100","Young Children"
100,"Young Children 100","037",131847.5727120465,26621.154768906068,6302.7775331241928,"total_deep_pov_rate",3.7962840579996397,"current level of","total","deep_pov","100","Young Children"
102,"Young Children 100","021",136305.61122424339,30624.509722630184,10004.392169817478,"total_deep_pov_rate",4.092506084165775,"current level of","total","deep_pov","100","Young Children"
103,"Young Children 100","022",136174.39003771869,33567.938360299871,11379.632850923492,"total_deep_pov_rate",4.4709756600025674,"current level of","total","deep_pov","100","Young Children"
104,"Young Children 100","023",133548.15767913003,27862.335125054648,6988.339586682655,"total_deep_pov_rate",2.0635405268522296,"current level of","total","deep_pov","100","Young Children"
105,"Young Children 100","024",130034.15953075975,28421.306083763156,7178.4315357458217,"total_deep_pov_rate",2.8229976883308789,"current level of","total","deep_pov","100","Young Children"
106,"Young Children 100","004",148118.0657334245,34677.090763515211,8386.1615958809634,"total_deep_pov_rate",2.6281071201289721,"current level of","total","deep_pov","100","Young Children"
107,"Young Children 100","005",137093.76127801463,28591.270748825431,6856.0700265040568,"total_deep_pov_rate",2.1387289711251984,"current level of","total","deep_pov","100","Young Children"
108,"Young Children 100","009",151926.23747424368,35147.859860699609,8316.4453361316409,"total_deep_pov_rate",2.071240779282876,"current level of","total","deep_pov","100","Young Children"
109,"Young Children 100","040",104197.73262145191,21160.71358460886,6593.2446455830441,"total_deep_pov_rate",9.6573409460955641,"current level of","total","deep_pov","100","Young Children"
110,"Young Children 100","045",117771.95295508276,24269.640233569524,7359.3565844502846,"total_deep_pov_rate",7.8874847790625964,"current level of","total","deep_pov","100","Young Children"
111,"Young Children 100","046",115319.12860217909,23573.20187336759,6814.72179616557,"total_deep_pov_rate",11.424270600977039,"current level of","total","deep_pov","100","Young Children"
112,"Young Children 100","007",141761.4907281592,29232.372454450477,7020.8475738868392,"total_deep_pov_rate",3.0853258368219829,"current level of","total","deep_pov","100","Young Children"
113,"Young Children 100","034",134751.91586952424,30031.386383115554,8292.5063647274474,"total_deep_pov_rate",5.5055295343954418,"current level of","total","deep_pov","100","Young Children"
114,"Young Children 100","035",138772.6739831373,29334.717660360671,7224.587102113348,"total_deep_pov_rate",3.3781786526411208,"current level of","total","deep_pov","100","Young Children"
115,"Young Children 100","015",132970.1432124917,28885.262020136455,6484.8955625725412,"total_deep_pov_rate",2.9812105707604184,"current level of","total","deep_pov","100","Young Children"
116,"Young Children 100","016",135523.97006429,28924.258288966797,6520.4750057160345,"total_deep_pov_rate",3.170765285806048,"current level of","total","deep_pov","100","Young Children"
117,"Young Children 100","017",148403.13987533527,29756.943061387559,6457.7330475958806,"total_deep_pov_rate",4.3441818449588627,"current level of","total","deep_pov","100","Young Children"
118,"Young Children 100","018",141525.8510196117,33389.856048763984,10139.888772464239,"total_deep_pov_rate",4.8082678038241964,"current level of","total","deep_pov","100","Young Children"
119,"Young Children 100","019",150024.3023403057,36756.84048023443,11018.291570962498,"total_deep_pov_rate",4.6434801659959986,"current level of","total","deep_pov","100","Young Children"
120,"Young Children 100","039",125782.827895456,28604.806028785453,8018.6277294036481,"total_deep_pov_rate",2.9765043614429376,"current level of","total","deep_pov","100","Young Children"
121,"Young Children 100","027",149478.66811975132,33012.956909311855,7724.5607938922458,"total_deep_pov_rate",3.1809498390508346,"current level of","total","deep_pov","100","Young Children"
122,"Young Children 100","029",145298.59229879008,33493.227898020341,7307.3528943071851,"total_deep_pov_rate",4.45331791679551,"current level of","total","deep_pov","100","Young Children"
123,"Young Children 100","014",141946.04743803211,34745.048265983918,8938.4926896043617,"total_deep_pov_rate",3.0986004316335332,"current level of","total","deep_pov","100","Young Children"
124,"Young Children 100","020",141302.71815447757,32011.985805741428,10487.595621680797,"total_deep_pov_rate",5.4707142439529921,"current level of","total","deep_pov","100","Young Children"
125,"Young Children 100","003",140518.83013425834,30562.05982737942,8474.6194131600951,"total_deep_pov_rate",3.1819954540972035,"current level of","total","deep_pov","100","Young Children"
126,"Young Children 100","010",130559.54700365491,29764.686280670492,8255.4134121284442,"total_deep_pov_rate",3.4574072228122343,"current level of","total","deep_pov","100","Young Children"
127,"Young Children 100","012",130908.08116763597,30119.172576573583,8139.57585812543,"total_deep_pov_rate",3.3265795596886574,"current level of","total","deep_pov","100","Young Children"
128,"Young Children 100","044",117785.24830688488,26235.511256030055,7311.2666970359005,"total_deep_pov_rate",5.468102081784024,"current level of","total","deep_pov","100","Young Children"
129,"Young Children 100","006",125611.7874249458,26627.900369576055,6495.668314121458,"total_deep_pov_rate",5.4178391574044138,"current level of","total","deep_pov","100","Young Children"
130,"Young Children 100","008",131122.27886295505,27579.985376932043,8905.3861816061562,"total_deep_pov_rate",6.02816352841405,"current level of","total","deep_pov","100","Young Children"
131,"Young Children 100","042",131511.08893079936,27892.913901601019,7397.1411669178988,"total_deep_pov_rate",5.7776944454259427,"current level of","total","deep_pov","100","Young Children"
132,"Young Children 100","001",114170.96362899712,21238.114213837565,5578.4352729718958,"total_deep_pov_rate",4.1372116721471386,"current level of","total","deep_pov","100","Young Children"
133,"Young Children 100","013",148745.83789038018,36389.271209665174,9943.9343175790709,"total_deep_pov_rate",2.7692324216020423,"current level of","total","deep_pov","100","Young Children"
134,"Young Children 100","031",145270.88316427977,32619.544246425525,9982.382059260528,"total_deep_pov_rate",2.7182298365880118,"current level of","total","deep_pov","100","Young Children"
135,"Young Children 100","032",156224.75947178405,34893.134200191911,9381.8869534363148,"total_deep_pov_rate",1.9281879041347354,"current level of","total","deep_pov","100","Young Children"
136,"Young Children 100","011",133963.79563157394,29444.971972330313,6855.220284896709,"total_deep_pov_rate",3.3230880988720415,"current level of","total","deep_pov","100","Young Children"
137,"Young Children 100","025",126097.64789268172,26867.999196267705,6875.9303363584777,"total_deep_pov_rate",2.839671105752708,"current level of","total","deep_pov","100","Young Children"
138,"Young Children 100","026",127742.05797427213,24824.052780939528,6997.0551868390212,"total_deep_pov_rate",4.0538744043317791,"current level of","total","deep_pov","100","Young Children"
139,"Young Children 100","041",112002.38869914619,23320.69949570873,7424.021401765578,"total_deep_pov_rate",9.22229004499366,"current level of","total","deep_pov","100","Young Children"
140,"Young Children 100","002",133897.03637100285,29704.885786162435,7834.5647270281042,"total_deep_pov_rate",3.2013446172633628,"current level of","total","deep_pov","100","Young Children"
141,"Young Children 100","047",131027.71179840367,35275.61925455575,12631.548778848854,"total_deep_pov_rate",5.7641429688092041,"current level of","total","deep_pov","100","Young Children"
142,"Young Children 100","043",111884.09461572432,21848.458460065282,6911.1266498892,"total_deep_pov_rate",7.0023286173134762,"current level of","total","deep_pov","100","Young Children"
143,"Young Children 100","030",133756.55459118503,28419.482580628835,8782.2842459048043,"total_deep_pov_rate",1.5860517866567787,"current level of","total","deep_pov","100","Young Children"
144,"Young Children 100","033",145629.0160642016,33012.007005937645,8479.4744565959336,"total_deep_pov_rate",1.3956536649095244,"current level of","total","deep_pov","100","Young Children"
145,"Young Children 100","028",153445.79015279879,36302.886635973045,8134.7281513871967,"total_deep_pov_rate",2.436896658593418,"current level of","total","deep_pov","100","Young Children"
146,"Young Children 100","038",129652.98299008676,26979.170409235296,6765.31757045423,"total_deep_pov_rate",6.85941232016886,"current level of","total","deep_pov","100","Young Children"
147,"Young Children 200","Maryland",6319406.0000000009,1390540,376011,"total_deep_pov_rate",4.1024900125106694,"current level of","total","deep_pov","200","Young Children"
148,"Young Children 200","036",137998.50638469058,27920.790532813553,6638.5901737524446,"total_deep_pov_rate",2.685236008596517,"current level of","total","deep_pov","200","Young Children"
149,"Young Children 200","037",131847.5727120465,26621.154768906068,6302.7775331241928,"total_deep_pov_rate",3.7962840579996397,"current level of","total","deep_pov","200","Young Children"
151,"Young Children 200","021",136305.61122424339,30624.509722630184,10004.392169817478,"total_deep_pov_rate",4.092506084165775,"current level of","total","deep_pov","200","Young Children"
152,"Young Children 200","022",136174.39003771869,33567.938360299871,11379.632850923492,"total_deep_pov_rate",4.4709756600025674,"current level of","total","deep_pov","200","Young Children"
153,"Young Children 200","023",133548.15767913003,27862.335125054648,6988.339586682655,"total_deep_pov_rate",2.0635405268522296,"current level of","total","deep_pov","200","Young Children"
154,"Young Children 200","024",130034.15953075975,28421.306083763156,7178.4315357458217,"total_deep_pov_rate",2.8229976883308789,"current level of","total","deep_pov","200","Young Children"
155,"Young Children 200","004",148118.0657334245,34677.090763515211,8386.1615958809634,"total_deep_pov_rate",2.6281071201289721,"current level of","total","deep_pov","200","Young Children"
156,"Young Children 200","005",137093.76127801463,28591.270748825431,6856.0700265040568,"total_deep_pov_rate",2.1387289711251984,"current level of","total","deep_pov","200","Young Children"
157,"Young Children 200","009",151926.23747424368,35147.859860699609,8316.4453361316409,"total_deep_pov_rate",2.071240779282876,"current level of","total","deep_pov","200","Young Children"
158,"Young Children 200","040",104197.73262145191,21160.71358460886,6593.2446455830441,"total_deep_pov_rate",9.6573409460955641,"current level of","total","deep_pov","200","Young Children"
159,"Young Children 200","045",117771.95295508276,24269.640233569524,7359.3565844502846,"total_deep_pov_rate",7.8874847790625964,"current level of","total","deep_pov","200","Young Children"
160,"Young Children 200","046",115319.12860217909,23573.20187336759,6814.72179616557,"total_deep_pov_rate",11.424270600977039,"current level of","total","deep_pov","200","Young Children"
161,"Young Children 200","007",141761.4907281592,29232.372454450477,7020.8475738868392,"total_deep_pov_rate",3.0853258368219829,"current level of","total","deep_pov","200","Young Children"
162,"Young Children 200","034",134751.91586952424,30031.386383115554,8292.5063647274474,"total_deep_pov_rate",5.5055295343954418,"current level of","total","deep_pov","200","Young Children"
163,"Young Children 200","035",138772.6739831373,29334.717660360671,7224.587102113348,"total_deep_pov_rate",3.3781786526411208,"current level of","total","deep_pov","200","Young Children"
164,"Young Children 200","015",132970.1432124917,28885.262020136455,6484.8955625725412,"total_deep_pov_rate",2.9812105707604184,"current level of","total","deep_pov","200","Young Children"
165,"Young Children 200","016",135523.97006429,28924.258288966797,6520.4750057160345,"total_deep_pov_rate",3.170765285806048,"current level of","total","deep_pov","200","Young Children"
166,"Young Children 200","017",148403.13987533527,29756.943061387559,6457.7330475958806,"total_deep_pov_rate",4.3441818449588627,"current level of","total","deep_pov","200","Young Children"
167,"Young Children 200","018",141525.8510196117,33389.856048763984,10139.888772464239,"total_deep_pov_rate",4.8082678038241964,"current level of","total","deep_pov","200","Young Children"
168,"Young Children 200","019",150024.3023403057,36756.84048023443,11018.291570962498,"total_deep_pov_rate",4.6434801659959986,"current level of","total","deep_pov","200","Young Children"
169,"Young Children 200","039",125782.827895456,28604.806028785453,8018.6277294036481,"total_deep_pov_rate",2.9765043614429376,"current level of","total","deep_pov","200","Young Children"
170,"Young Children 200","027",149478.66811975132,33012.956909311855,7724.5607938922458,"total_deep_pov_rate",3.1809498390508346,"current level of","total","deep_pov","200","Young Children"
171,"Young Children 200","029",145298.59229879008,33493.227898020341,7307.3528943071851,"total_deep_pov_rate",4.45331791679551,"current level of","total","deep_pov","200","Young Children"
172,"Young Children 200","014",141946.04743803211,34745.048265983918,8938.4926896043617,"total_deep_pov_rate",3.0986004316335332,"current level of","total","deep_pov","200","Young Children"
173,"Young Children 200","020",141302.71815447757,32011.985805741428,10487.595621680797,"total_deep_pov_rate",5.4707142439529921,"current level of","total","deep_pov","200","Young Children"
174,"Young Children 200","003",140518.83013425834,30562.05982737942,8474.6194131600951,"total_deep_pov_rate",3.1819954540972035,"current level of","total","deep_pov","200","Young Children"
175,"Young Children 200","010",130559.54700365491,29764.686280670492,8255.4134121284442,"total_deep_pov_rate",3.4574072228122343,"current level of","total","deep_pov","200","Young Children"
176,"Young Children 200","012",130908.08116763597,30119.172576573583,8139.57585812543,"total_deep_pov_rate",3.3265795596886574,"current level of","total","deep_pov","200","Young Children"
177,"Young Children 200","044",117785.24830688488,26235.511256030055,7311.2666970359005,"total_deep_pov_rate",5.468102081784024,"current level of","total","deep_pov","200","Young Children"
178,"Young Children 200","006",125611.7874249458,26627.900369576055,6495.668314121458,"total_deep_pov_rate",5.4178391574044138,"current level of","total","deep_pov","200","Young Children"
179,"Young Children 200","008",131122.27886295505,27579.985376932043,8905.3861816061562,"total_deep_pov_rate",6.02816352841405,"current level of","total","deep_pov","200","Young Children"
180,"Young Children 200","042",131511.08893079936,27892.913901601019,7397.1411669178988,"total_deep_pov_rate",5.7776944454259427,"current level of","total","deep_pov","200","Young Children"
181,"Young Children 200","001",114170.96362899712,21238.114213837565,5578.4352729718958,"total_deep_pov_rate",4.1372116721471386,"current level of","total","deep_pov","200","Young Children"
182,"Young Children 200","013",148745.83789038018,36389.271209665174,9943.9343175790709,"total_deep_pov_rate",2.7692324216020423,"current level of","total","deep_pov","200","Young Children"
183,"Young Children 200","031",145270.88316427977,32619.544246425525,9982.382059260528,"total_deep_pov_rate",2.7182298365880118,"current level of","total","deep_pov","200","Young Children"
184,"Young Children 200","032",156224.75947178405,34893.134200191911,9381.8869534363148,"total_deep_pov_rate",1.9281879041347354,"current level of","total","deep_pov","200","Young Children"
185,"Young Children 200","011",133963.79563157394,29444.971972330313,6855.220284896709,"total_deep_pov_rate",3.3230880988720415,"current level of","total","deep_pov","200","Young Children"
186,"Young Children 200","025",126097.64789268172,26867.999196267705,6875.9303363584777,"total_deep_pov_rate",2.839671105752708,"current level of","total","deep_pov","200","Young Children"
187,"Young Children 200","026",127742.05797427213,24824.052780939528,6997.0551868390212,"total_deep_pov_rate",4.0538744043317791,"current level of","total","deep_pov","200","Young Children"
188,"Young Children 200","041",112002.38869914619,23320.69949570873,7424.021401765578,"total_deep_pov_rate",9.22229004499366,"current level of","total","deep_pov","200","Young Children"
189,"Young Children 200","002",133897.03637100285,29704.885786162435,7834.5647270281042,"total_deep_pov_rate",3.2013446172633628,"current level of","total","deep_pov","200","Young Children"
190,"Young Children 200","047",131027.71179840367,35275.61925455575,12631.548778848854,"total_deep_pov_rate",5.7641429688092041,"current level of","total","deep_pov","200","Young Children"
191,"Young Children 200","043",111884.09461572432,21848.458460065282,6911.1266498892,"total_deep_pov_rate",7.0023286173134762,"current level of","total","deep_pov","200","Young Children"
192,"Young Children 200","030",133756.55459118503,28419.482580628835,8782.2842459048043,"total_deep_pov_rate",1.5860517866567787,"current level of","total","deep_pov","200","Young Children"
193,"Young Children 200","033",145629.0160642016,33012.007005937645,8479.4744565959336,"total_deep_pov_rate",1.3956536649095244,"current level of","total","deep_pov","200","Young Children"
194,"Young Children 200","028",153445.79015279879,36302.886635973045,8134.7281513871967,"total_deep_pov_rate",2.436896658593418,"current level of","total","deep_pov","200","Young Children"
195,"Young Children 200","038",129652.98299008676,26979.170409235296,6765.31757045423,"total_deep_pov_rate",6.85941232016886,"current level of","total","deep_pov","200","Young Children"
0,"All Children 100","Maryland",6319406.0000000009,1390540,376011,"child_deep_pov_rate",3.8308858429099488,"current level of","child","deep_pov","100","All Children"
1,"All Children 100","036",137998.50638469058,27920.790532813553,6638.5901737524446,"child_deep_pov_rate",1.8274590320004231,"current level of","child","deep_pov","100","All Children"
2,"All Children 100","037",131847.5727120465,26621.154768906068,6302.7775331241928,"child_deep_pov_rate",3.6669159130506919,"current level of","child","deep_pov","100","All Children"
4,"All Children 100","021",136305.61122424339,30624.509722630184,10004.392169817478,"child_deep_pov_rate",2.70374872481888,"current level of","child","deep_pov","100","All Children"
5,"All Children 100","022",136174.39003771869,33567.938360299871,11379.632850923492,"child_deep_pov_rate",4.5247867684207943,"current level of","child","deep_pov","100","All Children"
6,"All Children 100","023",133548.15767913003,27862.335125054648,6988.339586682655,"child_deep_pov_rate",0.6254186364870884,"current level of","child","deep_pov","100","All Children"
7,"All Children 100","024",130034.15953075975,28421.306083763156,7178.4315357458217,"child_deep_pov_rate",1.166093394702183,"current level of","child","deep_pov","100","All Children"
8,"All Children 100","004",148118.0657334245,34677.090763515211,8386.1615958809634,"child_deep_pov_rate",2.6038377290491024,"current level of","child","deep_pov","100","All Children"
9,"All Children 100","005",137093.76127801463,28591.270748825431,6856.0700265040568,"child_deep_pov_rate",2.156283566058002,"current level of","child","deep_pov","100","All Children"
10,"All Children 100","009",151926.23747424368,35147.859860699609,8316.4453361316409,"child_deep_pov_rate",1.4957874002814924,"current level of","child","deep_pov","100","All Children"
11,"All Children 100","040",104197.73262145191,21160.71358460886,6593.2446455830441,"child_deep_pov_rate",11.018875844582556,"current level of","child","deep_pov","100","All Children"
12,"All Children 100","045",117771.95295508276,24269.640233569524,7359.3565844502846,"child_deep_pov_rate",7.872543029387832,"current level of","child","deep_pov","100","All Children"
13,"All Children 100","046",115319.12860217909,23573.20187336759,6814.72179616557,"child_deep_pov_rate",14.794950288152823,"current level of","child","deep_pov","100","All Children"
14,"All Children 100","007",141761.4907281592,29232.372454450477,7020.8475738868392,"child_deep_pov_rate",2.5874805879260476,"current level of","child","deep_pov","100","All Children"
15,"All Children 100","034",134751.91586952424,30031.386383115554,8292.5063647274474,"child_deep_pov_rate",8.5590657083912483,"current level of","child","deep_pov","100","All Children"
16,"All Children 100","035",138772.6739831373,29334.717660360671,7224.587102113348,"child_deep_pov_rate",2.5094309272937014,"current level of","child","deep_pov","100","All Children"
17,"All Children 100","015",132970.1432124917,28885.262020136455,6484.8955625725412,"child_deep_pov_rate",2.4970629977534982,"current level of","child","deep_pov","100","All Children"
18,"All Children 100","016",135523.97006429,28924.258288966797,6520.4750057160345,"child_deep_pov_rate",2.6801317418289075,"current level of","child","deep_pov","100","All Children"
19,"All Children 100","017",148403.13987533527,29756.943061387559,6457.7330475958806,"child_deep_pov_rate",4.2836178865406422,"current level of","child","deep_pov","100","All Children"
20,"All Children 100","018",141525.8510196117,33389.856048763984,10139.888772464239,"child_deep_pov_rate",5.1418642786256576,"current level of","child","deep_pov","100","All Children"
21,"All Children 100","019",150024.3023403057,36756.84048023443,11018.291570962498,"child_deep_pov_rate",4.8919298093206089,"current level of","child","deep_pov","100","All Children"
22,"All Children 100","039",125782.827895456,28604.806028785453,8018.6277294036481,"child_deep_pov_rate",2.2815792328386686,"current level of","child","deep_pov","100","All Children"
23,"All Children 100","027",149478.66811975132,33012.956909311855,7724.5607938922458,"child_deep_pov_rate",4.8409865443049815,"current level of","child","deep_pov","100","All Children"
24,"All Children 100","029",145298.59229879008,33493.227898020341,7307.3528943071851,"child_deep_pov_rate",7.875806827902637,"current level of","child","deep_pov","100","All Children"
25,"All Children 100","014",141946.04743803211,34745.048265983918,8938.4926896043617,"child_deep_pov_rate",1.9416320192332643,"current level of","child","deep_pov","100","All Children"
26,"All Children 100","020",141302.71815447757,32011.985805741428,10487.595621680797,"child_deep_pov_rate",4.3033651278127811,"current level of","child","deep_pov","100","All Children"
27,"All Children 100","003",140518.83013425834,30562.05982737942,8474.6194131600951,"child_deep_pov_rate",2.9769987708947934,"current level of","child","deep_pov","100","All Children"
28,"All Children 100","010",130559.54700365491,29764.686280670492,8255.4134121284442,"child_deep_pov_rate",3.5910762460068026,"current level of","child","deep_pov","100","All Children"
29,"All Children 100","012",130908.08116763597,30119.172576573583,8139.57585812543,"child_deep_pov_rate",1.126651147198068,"current level of","child","deep_pov","100","All Children"
30,"All Children 100","044",117785.24830688488,26235.511256030055,7311.2666970359005,"child_deep_pov_rate",4.0287652403087781,"current level of","child","deep_pov","100","All Children"
31,"All Children 100","006",125611.7874249458,26627.900369576055,6495.668314121458,"child_deep_pov_rate",7.3830734563625944,"current level of","child","deep_pov","100","All Children"
32,"All Children 100","008",131122.27886295505,27579.985376932043,8905.3861816061562,"child_deep_pov_rate",4.3834019685397871,"current level of","child","deep_pov","100","All Children"
33,"All Children 100","042",131511.08893079936,27892.913901601019,7397.1411669178988,"child_deep_pov_rate",5.2023419603015659,"current level of","child","deep_pov","100","All Children"
34,"All Children 100","001",114170.96362899712,21238.114213837565,5578.4352729718958,"child_deep_pov_rate",4.2089366598234514,"current level of","child","deep_pov","100","All Children"
35,"All Children 100","013",148745.83789038018,36389.271209665174,9943.9343175790709,"child_deep_pov_rate",1.2426638935041578,"current level of","child","deep_pov","100","All Children"
36,"All Children 100","031",145270.88316427977,32619.544246425525,9982.382059260528,"child_deep_pov_rate",3.0199825126899955,"current level of","child","deep_pov","100","All Children"
37,"All Children 100","032",156224.75947178405,34893.134200191911,9381.8869534363148,"child_deep_pov_rate",1.3773803954014243,"current level of","child","deep_pov","100","All Children"
38,"All Children 100","011",133963.79563157394,29444.971972330313,6855.220284896709,"child_deep_pov_rate",2.3232966020200774,"current level of","child","deep_pov","100","All Children"
39,"All Children 100","025",126097.64789268172,26867.999196267705,6875.9303363584777,"child_deep_pov_rate",1.2118178733982772,"current level of","child","deep_pov","100","All Children"
40,"All Children 100","026",127742.05797427213,24824.052780939528,6997.0551868390212,"child_deep_pov_rate",1.6612041248760372,"current level of","child","deep_pov","100","All Children"
41,"All Children 100","041",112002.38869914619,23320.69949570873,7424.021401765578,"child_deep_pov_rate",9.5956955282233434,"current level of","child","deep_pov","100","All Children"
42,"All Children 100","002",133897.03637100285,29704.885786162435,7834.5647270281042,"child_deep_pov_rate",3.2287659070730985,"current level of","child","deep_pov","100","All Children"
43,"All Children 100","047",131027.71179840367,35275.61925455575,12631.548778848854,"child_deep_pov_rate",5.7176222588547194,"current level of","child","deep_pov","100","All Children"
44,"All Children 100","043",111884.09461572432,21848.458460065282,6911.1266498892,"child_deep_pov_rate",6.695144453603576,"current level of","child","deep_pov","100","All Children"
45,"All Children 100","030",133756.55459118503,28419.482580628835,8782.2842459048043,"child_deep_pov_rate",1.0231180269567874,"current level of","child","deep_pov","100","All Children"
46,"All Children 100","033",145629.0160642016,33012.007005937645,8479.4744565959336,"child_deep_pov_rate",0.48693791440321038,"current level of","child","deep_pov","100","All Children"
47,"All Children 100","028",153445.79015279879,36302.886635973045,8134.7281513871967,"child_deep_pov_rate",1.5186065693076511,"current level of","child","deep_pov","100","All Children"
48,"All Children 100","038",129652.98299008676,26979.170409235296,6765.31757045423,"child_deep_pov_rate",7.2339971170786388,"current level of","child","deep_pov","100","All Children"
49,"All Children 200","Maryland",6319406.0000000009,1390540,376011,"child_deep_pov_rate",3.8308858429099488,"current level of","child","deep_pov","200","All Children"
50,"All Children 200","036",137998.50638469058,27920.790532813553,6638.5901737524446,"child_deep_pov_rate",1.8274590320004231,"current level of","child","deep_pov","200","All Children"
51,"All Children 200","037",131847.5727120465,26621.154768906068,6302.7775331241928,"child_deep_pov_rate",3.6669159130506919,"current level of","child","deep_pov","200","All Children"
53,"All Children 200","021",136305.61122424339,30624.509722630184,10004.392169817478,"child_deep_pov_rate",2.70374872481888,"current level of","child","deep_pov","200","All Children"
54,"All Children 200","022",136174.39003771869,33567.938360299871,11379.632850923492,"child_deep_pov_rate",4.5247867684207943,"current level of","child","deep_pov","200","All Children"
55,"All Children 200","023",133548.15767913003,27862.335125054648,6988.339586682655,"child_deep_pov_rate",0.6254186364870884,"current level of","child","deep_pov","200","All Children"
56,"All Children 200","024",130034.15953075975,28421.306083763156,7178.4315357458217,"child_deep_pov_rate",1.166093394702183,"current level of","child","deep_pov","200","All Children"
57,"All Children 200","004",148118.0657334245,34677.090763515211,8386.1615958809634,"child_deep_pov_rate",2.6038377290491024,"current level of","child","deep_pov","200","All Children"
58,"All Children 200","005",137093.76127801463,28591.270748825431,6856.0700265040568,"child_deep_pov_rate",2.156283566058002,"current level of","child","deep_pov","200","All Children"
59,"All Children 200","009",151926.23747424368,35147.859860699609,8316.4453361316409,"child_deep_pov_rate",1.4957874002814924,"current level of","child","deep_pov","200","All Children"
60,"All Children 200","040",104197.73262145191,21160.71358460886,6593.2446455830441,"child_deep_pov_rate",11.018875844582556,"current level of","child","deep_pov","200","All Children"
61,"All Children 200","045",117771.95295508276,24269.640233569524,7359.3565844502846,"child_deep_pov_rate",7.872543029387832,"current level of","child","deep_pov","200","All Children"
62,"All Children 200","046",115319.12860217909,23573.20187336759,6814.72179616557,"child_deep_pov_rate",14.794950288152823,"current level of","child","deep_pov","200","All Children"
63,"All Children 200","007",141761.4907281592,29232.372454450477,7020.8475738868392,"child_deep_pov_rate",2.5874805879260476,"current level of","child","deep_pov","200","All Children"
64,"All Children 200","034",134751.91586952424,30031.386383115554,8292.5063647274474,"child_deep_pov_rate",8.5590657083912483,"current level of","child","deep_pov","200","All Children"
65,"All Children 200","035",138772.6739831373,29334.717660360671,7224.587102113348,"child_deep_pov_rate",2.5094309272937014,"current level of","child","deep_pov","200","All Children"
66,"All Children 200","015",132970.1432124917,28885.262020136455,6484.8955625725412,"child_deep_pov_rate",2.4970629977534982,"current level of","child","deep_pov","200","All Children"
67,"All Children 200","016",135523.97006429,28924.258288966797,6520.4750057160345,"child_deep_pov_rate",2.6801317418289075,"current level of","child","deep_pov","200","All Children"
68,"All Children 200","017",148403.13987533527,29756.943061387559,6457.7330475958806,"child_deep_pov_rate",4.2836178865406422,"current level of","child","deep_pov","200","All Children"
69,"All Children 200","018",141525.8510196117,33389.856048763984,10139.888772464239,"child_deep_pov_rate",5.1418642786256576,"current level of","child","deep_pov","200","All Children"
70,"All Children 200","019",150024.3023403057,36756.84048023443,11018.291570962498,"child_deep_pov_rate",4.8919298093206089,"current level of","child","deep_pov","200","All Children"
71,"All Children 200","039",125782.827895456,28604.806028785453,8018.6277294036481,"child_deep_pov_rate",2.2815792328386686,"current level of","child","deep_pov","200","All Children"
72,"All Children 200","027",149478.66811975132,33012.956909311855,7724.5607938922458,"child_deep_pov_rate",4.8409865443049815,"current level of","child","deep_pov","200","All Children"
73,"All Children 200","029",145298.59229879008,33493.227898020341,7307.3528943071851,"child_deep_pov_rate",7.875806827902637,"current level of","child","deep_pov","200","All Children"
74,"All Children 200","014",141946.04743803211,34745.048265983918,8938.4926896043617,"child_deep_pov_rate",1.9416320192332643,"current level of","child","deep_pov","200","All Children"
75,"All Children 200","020",141302.71815447757,32011.985805741428,10487.595621680797,"child_deep_pov_rate",4.3033651278127811,"current level of","child","deep_pov","200","All Children"
76,"All Children 200","003",140518.83013425834,30562.05982737942,8474.6194131600951,"child_deep_pov_rate",2.9769987708947934,"current level of","child","deep_pov","200","All Children"
77,"All Children 200","010",130559.54700365491,29764.686280670492,8255.4134121284442,"child_deep_pov_rate",3.5910762460068026,"current level of","child","deep_pov","200","All Children"
78,"All Children 200","012",130908.08116763597,30119.172576573583,8139.57585812543,"child_deep_pov_rate",1.126651147198068,"current level of","child","deep_pov","200","All Children"
79,"All Children 200","044",117785.24830688488,26235.511256030055,7311.2666970359005,"child_deep_pov_rate",4.0287652403087781,"current level of","child","deep_pov","200","All Children"
