,reform,district,total_pov_change,child_pov_change,young_child_pov_change,total_deep_pov_change,child_deep_pov_change,young_child_deep_pov_change,population,child_population,young_child_population,total_pov_rate,child_pov_rate,young_child_pov_rate,new_total_pov_rate,new_child_pov_rate,new_young_child_pov_rate,total_deep_pov_rate,child_deep_pov_rate,young_child_deep_pov_rate,new_total_deep_pov_rate,new_child_deep_pov_rate,new_young_child_deep_pov_rate
167,Young Children 200,018,-6.0,-11.9,-23.0,-8.8,-15.9,-59.7,141525.8510196117,33389.856048763984,10139.888772464239,17.741666391316887,22.6868537759755,27.844863864462226,16.685102286596496,19.993884256170105,21.45398251507162,0.04808267803824196,0.051418642786256574,0.027480587081879296,0.04384060577164815,0.043246865933411024,0.01106428318273273
168,Young Children 200,019,-5.0,-9.6,-17.1,-13.0,-25.3,-69.0,150024.3023403057,36756.84048023443,11018.291570962498,18.448607318580173,23.878725618051984,31.942870421616977,17.531923373031155,21.58090528749459,26.47070665592145,0.04643480165995999,0.04891929809320609,0.03286792687894611,0.04038188251798885,0.03654006921131789,0.010199665971437474
169,Young Children 200,039,-2.6,-4.9,-10.7,-8.2,-31.2,-39.6,125782.827895456,28604.806028785453,8018.627729403648,9.626540030318413,13.844869744267887,10.892420251753753,9.374891728130747,13.16786248365597,9.72935593837808,0.029765043614429377,0.022815792328386684,0.0598164587661648,0.027337890625099014,0.015693470422434463,0.036151163207429726
170,Young Children 200,027,-6.2,-8.6,-22.3,-5.5,-8.7,-43.1,149478.66811975132,33012.956909311855,7724.560793892246,9.070221099683566,11.985250527332035,13.056209295263763,8.505803729319306,10.94960429672653,10.138409867233912,0.031809498390508346,0.048409865443049815,0.041830587617565605,0.03006623208660589,0.04419376621136888,0.02381197064054358
171,Young Children 200,029,-4.2,-5.4,-19.2,-7.5,-9.8,-45.5,145298.59229879008,33493.22789802034,7307.352894307185,8.495229388223377,11.412240454156624,9.659597219746924,8.142083114857687,10.79399642273894,7.806095170201388,0.0445331791679551,0.07875806827902637,0.07806095170201388,0.041185460053688984,0.07100085543199317,0.04250579219390482
172,Young Children 200,014,-3.9,-7.1,-9.0,-4.7,-23.8,-44.7,141946.0474380321,34745.04826598392,8938.492689604362,11.097748013477153,13.733999978829733,21.21057977728223,10.66180646907167,12.758930284316335,19.299962085315617,0.03098600431633533,0.019416320192332644,0.02413085331737054,0.02951724069002296,0.014788329825575108,0.013337104018598113
173,Young Children 200,020,-7.5,-17.7,-25.6,-1.4,-5.9,-19.3,141302.71815447757,32011.985805741428,10487.595621680797,18.061915420361878,19.341005283375043,20.633639299210834,16.70712061599303,15.92005972452924,15.355950608634956,0.05470714243952992,0.04303365127812781,0.024061060063026645,0.05396412140084227,0.04050406693507818,0.019428328920148005
174,Young Children 200,003,-6.7,-7.7,-25.0,0.0,0.0,0.0,140518.83013425834,30562.05982737942,8474.619413160095,11.005673178728506,13.211030239492704,14.637796378131599,10.271676993927644,12.195711251552858,10.976246739087554,0.031819954540972036,0.029769987708947933,0.02200441416173493,0.031819954540972036,0.029769987708947933,0.02200441416173493
175,Young Children 200,010,-5.7,-4.8,-17.3,-14.3,-30.5,-100.0,130559.54700365491,29764.686280670492,8255.413412128444,15.177956915306048,16.71475138989402,16.478835386612538,14.3184205626693,15.905990229600395,13.620546905171036,0.034574072228122345,0.035910762460068024,0.013498999119886276,0.029621564094962343,0.024959378966236876,0.0
176,Young Children 200,012,-7.0,-21.4,-57.8,0.0,0.0,0.0,130908.08116763597,30119.172576573583,8139.57585812543,9.125785759119509,9.124857113809952,10.981960187886273,8.485977043063512,7.174458557926121,4.635011817430879,0.033265795596886576,0.01126651147198068,0.007040058455805326,0.033265795596886576,0.01126651147198068,0.007040058455805326
177,Young Children 200,044,-5.0,-13.0,-32.6,-2.9,-10.3,-32.9,117785.24830688488,26235.511256030055,7311.2666970359005,15.558040335415374,18.568518845961655,21.859474884681493,14.77714363773584,16.159995095219294,14.727573466631295,0.054681020817840244,0.04028765240308778,0.026027590356995655,0.05312010577637352,0.03611819817923997,0.017454835955805433
178,Young Children 200,006,0.0,0.0,0.0,-0.5,-1.4,-11.4,125611.7874249458,26627.900369576055,6495.668314121458,15.173866692253684,14.15781584874165,9.59892051711722,15.173866692253684,14.15781584874165,9.59892051711722,0.05417839157404414,0.07383073456362595,0.0368880221750491,0.053901255967928316,0.07280906658551059,0.032699866035225976
179,Young Children 200,008,0.0,0.0,0.0,-3.4,-17.3,-33.8,131122.27886295505,27579.985376932043,8905.386181606156,14.388254811159019,15.57067050759926,32.231368777499995,14.388254811159019,15.57067050759926,32.231368777499995,0.060281635284140496,0.04383401968539787,0.06947652882701924,0.05823806881903257,0.03624133776251113,0.04596198918387214
180,Young Children 200,042,-0.4,-0.7,-3.1,-1.1,-3.1,-4.9,131511.08893079936,27892.91390160102,7397.141166917899,10.915223217817072,11.101954795899454,9.439025178554457,10.871440409393673,11.024543672336101,9.147125679024096,0.057776944454259425,0.05202341960301566,0.0604556400185236,0.05712849452647346,0.05043610060469643,0.05747767542735527
181,Young Children 200,001,-14.1,-28.4,-73.6,0.0,0.0,0.0,114170.96362899712,21238.114213837565,5578.435272971896,11.08535565860097,11.005014709458207,15.924933955160636,9.518961722575533,7.879399849895454,4.207198382776362,0.04137211672147138,0.042089366598234514,0.013969078277108646,0.04137211672147138,0.042089366598234514,0.013969078277108646
182,Young Children 200,013,-1.6,-3.5,-13.0,0.0,0.0,0.0,148745.83789038018,36389.271209665174,9943.934317579071,7.999514445240397,7.100556394432579,7.092252575369754,7.870511616502367,6.848758588352914,6.170812593688305,0.027692324216020425,0.01242663893504158,0.025372985002822496,0.027692324216020425,0.01242663893504158,0.025372985002822496
183,Young Children 200,031,0.0,0.0,0.0,0.0,0.0,0.0,145270.88316427977,32619.544246425525,9982.382059260528,7.4633238657956475,7.158132330192994,3.7178120853448333,7.4633238657956475,7.158132330192994,3.7178120853448333,0.02718229836588012,0.030199825126899955,0.021421208957119478,0.02718229836588012,0.030199825126899955,0.021421208957119478
184,Young Children 200,032,-6.8,-15.4,-50.4,0.0,0.0,0.0,156224.75947178405,34893.13420019191,9381.886953436315,5.891799154951797,6.29867092492698,5.277852087269822,5.488319773221913,5.331253519345753,2.617179672535701,0.019281879041347354,0.013773803954014244,0.011010545228861543,0.019281879041347354,0.013773803954014244,0.011010545228861543
185,Young Children 200,011,-3.5,-3.8,-17.5,-9.8,-32.7,-100.0,133963.79563157394,29444.971972330313,6855.220284896709,10.981002457370936,10.977969071335979,10.357770495969328,10.59578311269566,10.555317343821335,8.542370296774536,0.033230880988720415,0.023232966020200772,0.013676338005645352,0.029961741111215783,0.01562622963439931,0.0
186,Young Children 200,025,-11.2,-20.6,-46.2,0.0,0.0,0.0,126097.64789268172,26867.999196267705,6875.930336358478,14.216235814700642,21.174346203795835,17.791281268899837,12.620520784234357,16.803508413071196,9.565311064127894,0.02839671105752708,0.01211817873398277,0.004468805002240771,0.02839671105752708,0.01211817873398277,0.004468805002240771
187,Young Children 200,026,-3.0,-8.3,-18.6,0.0,0.0,0.0,127742.05797427213,24824.052780939528,6997.055186839021,12.882211555112386,9.74373592487523,10.270612788800946,12.493386073376982,8.931266924026495,8.363309445572623,0.04053874404331779,0.01661204124876037,0.009190221680425163,0.04053874404331779,0.01661204124876037,0.009190221680425163
188,Young Children 200,041,-0.3,-0.9,-1.3,-5.4,-14.5,-47.7,112002.38869914619,23320.69949570873,7424.021401765578,25.027279628215997,29.874722660855426,25.540515867267256,24.945100485671823,29.609508912855688,25.217627063520464,0.0922229004499366,0.09595695528223344,0.08558938625077585,0.08726209051183151,0.08207425144925233,0.044790229327742875
189,Young Children 200,002,-6.0,-14.2,-66.3,0.0,0.0,0.0,133897.03637100285,29704.885786162435,7834.564727028104,9.380149825029054,9.82243267238828,6.530520646319568,8.81879837963115,8.431488606096478,2.1992818671454217,0.03201344617263363,0.03228765907073099,0.01570915619389587,0.03201344617263363,0.03228765907073099,0.01570915619389587
190,Young Children 200,047,-8.7,-15.6,-27.7,-4.7,-10.3,-13.4,131027.71179840367,35275.61925455575,12631.548778848854,21.427605892727534,26.86329031772165,23.80035342382769,19.56497880680183,22.664563311201842,17.201991745621115,0.05764142968809204,0.057176222588547196,0.06350147127615494,0.05495164046930186,0.0512660835147024,0.054973883725100266
191,Young Children 200,043,0.0,0.0,0.0,0.0,0.0,0.0,111884.09461572432,21848.45846006528,6911.1266498892,19.912568525246208,23.37479592266474,23.205487671701462,19.912568525246208,23.37479592266474,23.205487671701462,0.07002328617313476,0.06695144453603576,0.07807527822801845,0.07002328617313476,0.06695144453603576,0.07807527822801845
192,Young Children 200,030,0.0,0.0,0.0,0.0,0.0,,133756.55459118503,28419.482580628835,8782.284245904804,8.219408937833592,13.778187245009521,7.692828801285224,8.219408937833592,13.778187245009521,7.692828801285224,0.015860517866567787,0.010231180269567874,0.0,0.015860517866567787,0.010231180269567874,0.0
193,Young Children 200,033,-4.6,-10.7,-36.6,0.0,0.0,0.0,145629.0160642016,33012.007005937645,8479.474456595934,4.8481123400411335,4.951399731277163,4.161879749681359,4.624368027544809,4.422819815502391,2.6401365322416455,0.013956536649095243,0.004869379144032104,0.0018980167044652873,0.013956536649095243,0.004869379144032104,0.0018980167044652873
194,Young Children 200,028,0.0,0.0,0.0,0.0,0.0,0.0,153445.79015279879,36302.886635973045,8134.728151387197,9.070925974816056,11.212459366357768,8.541734329327703,9.070925974816056,11.212459366357768,8.541734329327703,0.02436896658593418,0.015186065693076511,0.015914257875933743,0.02436896658593418,0.015186065693076511,0.015914257875933743
195,Young Children 200,038,-0.8,-2.4,-12.0,-5.6,-16.8,-45.6,129652.98299008676,26979.170409235296,6765.31757045423,12.38682441815253,12.257754524584913,9.846710666382798,12.284619230128312,11.961454273663978,8.665105386416862,0.0685941232016886,0.07233997117078639,0.047583563977006596,0.06475031939121258,0.06019433025465805,0.025867575047902918
