,reform,county_fip,total_pov_change,child_pov_change,young_child_pov_change,total_deep_pov_change,child_deep_pov_change,young_child_deep_pov_change,population,child_population,young_child_population,total_pov_rate,child_pov_rate,young_child_pov_rate,new_total_pov_rate,new_child_pov_rate,new_young_child_pov_rate,total_deep_pov_rate,child_deep_pov_rate,young_child_deep_pov_rate,new_total_deep_pov_rate,new_child_deep_pov_rate,new_young_child_deep_pov_rate
83,Young Children 200,510,-0.3,-0.8,-1.3,-2.0,-5.4,-20.1,595705.0,122089.0,37354.0,25.001804584483935,32.96038136113818,27.92739733361889,24.917366817468377,32.6835341431251,27.576698613267652,0.08978437313771077,0.10052502682469346,0.07238849922364406,0.08797139523757565,0.09513551589414279,0.05782513251592868
84,Young Children 200,25,-3.3,-5.2,-10.3,-10.8,-10.4,-19.4,272165.0,59029.0,15126.0,8.74322561681333,9.136187297768892,17.9624487637181,8.456634762000991,8.660150095715666,16.10472034906783,0.03955321220583102,0.05719222754917075,0.11966150998281105,0.03528374331747286,0.051245997729929355,0.09645643263255321
85,Young Children 200,31,-5.3,-10.5,-20.0,-9.8,-26.7,-56.6,1117479.0,253075.0,68066.0,13.913997488990844,16.902894398893608,21.83762818440925,13.179218580393904,15.125950805097302,17.462462903652337,0.03968933644390633,0.035527017682505185,0.033379367084888194,0.03579485610020412,0.026043662945767064,0.014500631739781977
86,Young Children 200,9,-4.2,-5.4,-19.2,-7.5,-9.8,-45.5,100193.2768092404,23095.86212040177,5038.917581366137,8.495229388223377,11.41224045415662,9.659597219746924,8.142083114857687,10.793996422738937,7.80609517020139,0.04453317916795511,0.07875806827902634,0.0780609517020139,0.04118546005368899,0.07100085543199314,0.04250579219390483
87,Young Children 200,37,-4.2,-5.4,-19.2,-7.5,-9.8,-45.5,122943.7231907596,28340.13787959823,6183.082418633863,8.495229388223379,11.412240454156624,9.659597219746926,8.142083114857689,10.793996422738939,7.806095170201391,0.04453317916795512,0.07875806827902639,0.07806095170201391,0.04118546005368899,0.07100085543199317,0.04250579219390483
88,Young Children 200,21,-4.2,-5.4,-17.1,0.0,0.0,0.0,275124.0,62421.0,16185.0,10.042744362541981,10.50127360984284,12.721655854185975,9.61748157194574,9.93736082408164,10.546802594995366,0.02935040200055248,0.0280674772912962,0.024590670373802904,0.02935040200055248,0.0280674772912962,0.024590670373802904
89,Young Children 200,5,-3.0,-6.1,-15.9,-4.1,-13.6,-33.6,865896.0,186739.0,50331.0,12.710186904662915,13.257005767407987,17.096819057837116,12.328501344272292,12.44571300049802,14.370864874530605,0.0463196503968144,0.037180235515880455,0.03272337128211242,0.044417574396925265,0.03212505154252727,0.02171623850112257
90,Young Children 200,1,-15.4,-31.4,-74.2,0.0,0.0,0.0,67951.51832538737,12172.18995828367,3194.0201132300363,11.41326482659231,11.286655395557629,18.173739169073535,9.653602347609052,7.7479158164752535,4.687847145078871,0.04317177856449137,0.04442371596805224,0.01355254387913797,0.04317177856449137,0.04442371596805224,0.01355254387913797
91,Young Children 200,23,-15.4,-31.4,-74.2,0.0,0.0,0.0,27805.481674612634,4980.81004171633,1306.9798867699644,11.413264826592313,11.286655395557629,18.173739169073542,9.653602347609052,7.747915816475253,4.68784714507887,0.04317177856449137,0.04442371596805223,0.013552543879137968,0.04317177856449137,0.04442371596805223,0.013552543879137968
92,Young Children 200,27,-1.1,-2.2,-11.6,0.0,0.0,0.0,347480.0,83495.0,21180.0,7.718717624035916,7.4519432301335415,5.594900849858357,7.635547369632785,7.286663872088149,4.943342776203966,0.023883388972027166,0.013066650697646566,0.01794145420207743,0.023883388972027166,0.013066650697646566,0.01794145420207743
93,Young Children 200,3,-2.9,-5.9,-22.7,0.0,0.0,0.0,612985.0,136078.0,38425.0,6.491186570633865,7.7315951145666455,5.2309694209499025,6.302927477833878,7.277443818986169,4.041639557579701,0.018962943628310643,0.014425550052175959,0.008926480156148341,0.018962943628310643,0.014425550052175959,0.008926480156148341
94,Young Children 200,43,-6.0,-14.2,-66.3,0.0,0.0,0.0,152311.0,33790.0,8912.0,9.380149825029052,9.82243267238828,6.5305206463195695,8.81879837963115,8.431488606096478,2.1992818671454217,0.032013446172633624,0.03228765907073099,0.01570915619389587,0.032013446172633624,0.03228765907073099,0.01570915619389587
95,Young Children 200,17,0.0,0.0,0.0,0.0,0.0,0.0,174238.0,41222.0,9237.0,9.070925974816056,11.21245936635777,8.541734329327703,9.070925974816056,11.21245936635777,8.541734329327703,0.024368966585934182,0.015186065693076513,0.015914257875933743,0.024368966585934182,0.015186065693076513,0.015914257875933743
96,Young Children 200,39,-0.8,-2.4,-12.0,-5.6,-16.8,-45.6,25728.571261935314,5353.79512644904,1342.5217932267974,12.386824418152528,12.257754524584913,9.846710666382798,12.28461923012831,11.96145427366398,8.665105386416862,0.06859412320168859,0.0723399711707864,0.047583563977006596,0.06475031939121256,0.060194330254658056,0.025867575047902915
97,Young Children 200,45,-0.8,-2.4,-12.0,-5.6,-16.8,-45.6,102537.29132992285,21336.732810095928,5350.415568256931,12.386824418152532,12.257754524584913,9.846710666382801,12.284619230128314,11.96145427366398,8.665105386416863,0.06859412320168862,0.0723399711707864,0.0475835639770066,0.06475031939121258,0.060194330254658056,0.02586757504790292
98,Young Children 200,47,-0.8,-2.4,-12.0,-5.6,-16.8,-45.6,51764.13740814183,10771.472063455032,2701.0626385162723,12.386824418152532,12.257754524584914,9.846710666382798,12.284619230128314,11.961454273663982,8.665105386416862,0.06859412320168862,0.0723399711707864,0.04758356397700659,0.06475031939121259,0.060194330254658056,0.025867575047902915
99,Young Children 200,15,0.0,0.0,0.0,0.0,0.0,0.0,108229.0,23069.0,6038.0,10.631161703425144,7.59027266028003,6.2934746604836045,10.631161703425144,7.59027266028003,6.2934746604836045,0.04684511544964843,0.029606831678876414,0.0028155018217952965,0.04684511544964843,0.029606831678876414,0.0028155018217952965
